image_id,healthy,multiple_diseases,rust,scab
Train_1329_gaus,0,0,0,1
Train_1329_seg,0,0,0,1
Train_1330_contour,0,0,1,0
Train_1330_cut,0,0,1,0
Train_1330_gaus,0,0,1,0
Train_1330_seg,0,0,1,0
Train_1331_contour,0,0,0,1
Train_1331_cut,0,0,0,1
Train_1331_gaus,0,0,0,1
Train_1331_seg,0,0,0,1
Train_1332_contour,0,0,1,0
Train_1332_cut,0,0,1,0
Train_1332_gaus,0,0,1,0
Train_1332_seg,0,0,1,0
Train_1333_contour,0,0,0,1
Train_1333_cut,0,0,0,1
Train_1333_gaus,0,0,0,1
Train_1333_seg,0,0,0,1
Train_1334_contour,0,0,0,1
Train_1334_cut,0,0,0,1
Train_1334_gaus,0,0,0,1
Train_1334_seg,0,0,0,1
Train_1335_contour,1,0,0,0
Train_1335_cut,1,0,0,0
Train_1335_gaus,1,0,0,0
Train_1335_seg,1,0,0,0
Train_1336_contour,0,0,0,1
Train_1336_cut,0,0,0,1
Train_1336_gaus,0,0,0,1
Train_1336_seg,0,0,0,1
Train_1337_contour,0,0,0,1
Train_1337_cut,0,0,0,1
Train_1337_gaus,0,0,0,1
Train_1337_seg,0,0,0,1
Train_1338_contour,0,0,0,1
Train_1338_cut,0,0,0,1
Train_1338_gaus,0,0,0,1
Train_1338_seg,0,0,0,1
Train_1339_contour,0,0,0,1
Train_1339_cut,0,0,0,1
Train_1339_gaus,0,0,0,1
Train_1339_seg,0,0,0,1
Train_1340_contour,0,0,1,0
Train_1340_cut,0,0,1,0
Train_1340_gaus,0,0,1,0
Train_1340_seg,0,0,1,0
Train_1341_contour,1,0,0,0
Train_1341_cut,1,0,0,0
Train_1341_gaus,1,0,0,0
Train_1341_seg,1,0,0,0
Train_1342_contour,0,0,1,0
Train_1342_cut,0,0,1,0
Train_1342_gaus,0,0,1,0
Train_1342_seg,0,0,1,0
Train_1343_contour,0,0,0,1
Train_1343_cut,0,0,0,1
Train_1343_gaus,0,0,0,1
Train_1343_seg,0,0,0,1
Train_1344_contour,0,0,1,0
Train_1344_cut,0,0,1,0
Train_1344_gaus,0,0,1,0
Train_1344_seg,0,0,1,0
Train_1345_contour,0,0,0,1
Train_1345_cut,0,0,0,1
Train_1345_gaus,0,0,0,1
Train_1345_seg,0,0,0,1
Train_1346_contour,0,0,0,1
Train_1346_cut,0,0,0,1
Train_1346_gaus,0,0,0,1
Train_1346_seg,0,0,0,1
Train_1347_contour,1,0,0,0
Train_1347_cut,1,0,0,0
Train_1347_gaus,1,0,0,0
Train_1347_seg,1,0,0,0
Train_1348_contour,1,0,0,0
Train_1348_cut,1,0,0,0
Train_1348_gaus,1,0,0,0
Train_1348_seg,1,0,0,0
Train_1349_contour,1,0,0,0
Train_1349_cut,1,0,0,0
Train_1349_gaus,1,0,0,0
Train_1349_seg,1,0,0,0
Train_1350_contour,0,0,0,1
Train_1350_cut,0,0,0,1
Train_1350_gaus,0,0,0,1
Train_1350_seg,0,0,0,1
Train_1351_contour,0,0,1,0
Train_1351_cut,0,0,1,0
Train_1351_gaus,0,0,1,0
Train_1351_seg,0,0,1,0
Train_1352_contour,0,0,1,0
Train_1352_cut,0,0,1,0
Train_1352_gaus,0,0,1,0
Train_1352_seg,0,0,1,0
Train_1353_contour,0,0,0,1
Train_1353_cut,0,0,0,1
Train_1353_gaus,0,0,0,1
Train_1353_seg,0,0,0,1
Train_1354_contour,1,0,0,0
Train_1354_cut,1,0,0,0
Train_1354_gaus,1,0,0,0
Train_1354_seg,1,0,0,0
Train_1355_contour,1,0,0,0
Train_1355_cut,1,0,0,0
Train_1355_gaus,1,0,0,0
Train_1355_seg,1,0,0,0
Train_1356_contour,1,0,0,0
Train_1356_cut,1,0,0,0
Train_1356_gaus,1,0,0,0
Train_1356_seg,1,0,0,0
Train_1357_contour,1,0,0,0
Train_1357_cut,1,0,0,0
Train_1357_gaus,1,0,0,0
Train_1357_seg,1,0,0,0
Train_1358_contour,0,1,0,0
Train_1358_cut,0,1,0,0
Train_1358_gaus,0,1,0,0
Train_1358_seg,0,1,0,0
Train_1359_contour,0,0,1,0
Train_1359_cut,0,0,1,0
Train_1359_gaus,0,0,1,0
Train_1359_seg,0,0,1,0
Train_1360_contour,0,0,0,1
Train_1360_cut,0,0,0,1
Train_1360_gaus,0,0,0,1
Train_1360_seg,0,0,0,1
Train_1361_contour,0,0,0,1
Train_1361_cut,0,0,0,1
Train_1361_gaus,0,0,0,1
Train_1361_seg,0,0,0,1
Train_1362_contour,0,0,0,1
Train_1362_cut,0,0,0,1
Train_1362_gaus,0,0,0,1
Train_1362_seg,0,0,0,1
Train_1363_contour,0,0,0,1
Train_1363_cut,0,0,0,1
Train_1363_gaus,0,0,0,1
Train_1363_seg,0,0,0,1
Train_1364_contour,0,0,1,0
Train_1364_cut,0,0,1,0
Train_1364_gaus,0,0,1,0
Train_1364_seg,0,0,1,0
Train_1365_contour,0,0,1,0
Train_1365_cut,0,0,1,0
Train_1365_gaus,0,0,1,0
Train_1365_seg,0,0,1,0
Train_1366_contour,1,0,0,0
Train_1366_cut,1,0,0,0
Train_1366_gaus,1,0,0,0
Train_1366_seg,1,0,0,0
Train_1367_contour,0,0,0,1
Train_1367_cut,0,0,0,1
Train_1367_gaus,0,0,0,1
Train_1367_seg,0,0,0,1
Train_1368_contour,1,0,0,0
Train_1368_cut,1,0,0,0
Train_1368_gaus,1,0,0,0
Train_1368_seg,1,0,0,0
Train_1369_contour,0,1,0,0
Train_1369_cut,0,1,0,0
Train_1369_gaus,0,1,0,0
Train_1369_seg,0,1,0,0
Train_1370_contour,0,0,1,0
Train_1370_cut,0,0,1,0
Train_1370_gaus,0,0,1,0
Train_1370_seg,0,0,1,0
Train_1371_contour,1,0,0,0
Train_1371_cut,1,0,0,0
Train_1371_gaus,1,0,0,0
Train_1371_seg,1,0,0,0
Train_1372_contour,1,0,0,0
Train_1372_cut,1,0,0,0
Train_1372_gaus,1,0,0,0
Train_1372_seg,1,0,0,0
Train_1373_contour,0,0,1,0
Train_1373_cut,0,0,1,0
Train_1373_gaus,0,0,1,0
Train_1373_seg,0,0,1,0
Train_1374_contour,0,0,1,0
Train_1374_cut,0,0,1,0
Train_1374_gaus,0,0,1,0
Train_1374_seg,0,0,1,0
Train_1375_contour,0,0,0,1
Train_1375_cut,0,0,0,1
Train_1375_gaus,0,0,0,1
Train_1375_seg,0,0,0,1
Train_1376_contour,0,0,1,0
Train_1376_cut,0,0,1,0
Train_1376_gaus,0,0,1,0
Train_1376_seg,0,0,1,0
Train_1377_contour,1,0,0,0
Train_1377_cut,1,0,0,0
Train_1377_gaus,1,0,0,0
Train_1377_seg,1,0,0,0
Train_1378_contour,0,0,1,0
Train_1378_cut,0,0,1,0
Train_1378_gaus,0,0,1,0
Train_1378_seg,0,0,1,0
Train_1379_contour,0,0,1,0
Train_1379_cut,0,0,1,0
Train_1379_gaus,0,0,1,0
Train_1379_seg,0,0,1,0
Train_1380_contour,1,0,0,0
Train_1380_cut,1,0,0,0
Train_1380_gaus,1,0,0,0
Train_1380_seg,1,0,0,0
Train_1381_contour,1,0,0,0
Train_1381_cut,1,0,0,0
Train_1381_gaus,1,0,0,0
Train_1381_seg,1,0,0,0
Train_1382_contour,0,0,0,1
Train_1382_cut,0,0,0,1
Train_1382_gaus,0,0,0,1
Train_1382_seg,0,0,0,1
Train_1383_contour,0,0,0,1
Train_1383_cut,0,0,0,1
Train_1383_gaus,0,0,0,1
Train_1383_seg,0,0,0,1
Train_1384_contour,0,0,0,1
Train_1384_cut,0,0,0,1
Train_1384_gaus,0,0,0,1
Train_1384_seg,0,0,0,1
Train_1385_contour,0,0,0,1
Train_1385_cut,0,0,0,1
Train_1385_gaus,0,0,0,1
Train_1385_seg,0,0,0,1
Train_1386_contour,1,0,0,0
Train_1386_cut,1,0,0,0
Train_1386_gaus,1,0,0,0
Train_1386_seg,1,0,0,0
Train_1387_contour,0,0,1,0
Train_1387_cut,0,0,1,0
Train_1387_gaus,0,0,1,0
Train_1387_seg,0,0,1,0
Train_1388_contour,1,0,0,0
Train_1388_cut,1,0,0,0
Train_1388_gaus,1,0,0,0
Train_1388_seg,1,0,0,0
Train_1389_contour,1,0,0,0
Train_1389_cut,1,0,0,0
Train_1389_gaus,1,0,0,0
Train_1389_seg,1,0,0,0
Train_1390_contour,0,1,0,0
Train_1390_cut,0,1,0,0
Train_1390_gaus,0,1,0,0
Train_1390_seg,0,1,0,0
Train_1391_contour,1,0,0,0
Train_1391_cut,1,0,0,0
Train_1391_gaus,1,0,0,0
Train_1391_seg,1,0,0,0
Train_1392_contour,1,0,0,0
Train_1392_cut,1,0,0,0
Train_1392_gaus,1,0,0,0
Train_1392_seg,1,0,0,0
Train_1393_contour,0,0,0,1
Train_1393_cut,0,0,0,1
Train_1393_gaus,0,0,0,1
Train_1393_seg,0,0,0,1
Train_1394_contour,0,0,1,0
Train_1394_cut,0,0,1,0
Train_1394_gaus,0,0,1,0
Train_1394_seg,0,0,1,0
Train_1395_contour,0,0,0,1
Train_1395_cut,0,0,0,1
Train_1395_gaus,0,0,0,1
Train_1395_seg,0,0,0,1
Train_1396_contour,1,0,0,0
Train_1396_cut,1,0,0,0
Train_1396_gaus,1,0,0,0
Train_1396_seg,1,0,0,0
Train_1397_contour,1,0,0,0
Train_1397_cut,1,0,0,0
Train_1397_gaus,1,0,0,0
Train_1397_seg,1,0,0,0
Train_1398_contour,0,0,1,0
Train_1398_cut,0,0,1,0
Train_1398_gaus,0,0,1,0
Train_1398_seg,0,0,1,0
Train_1399_contour,0,0,1,0
Train_1399_cut,0,0,1,0
Train_1399_gaus,0,0,1,0
Train_1399_seg,0,0,1,0
Train_1400_contour,0,0,1,0
Train_1400_cut,0,0,1,0
Train_1400_gaus,0,0,1,0
Train_1400_seg,0,0,1,0
Train_1401_contour,0,0,0,1
Train_1401_cut,0,0,0,1
Train_1401_gaus,0,0,0,1
Train_1401_seg,0,0,0,1
Train_1402_contour,0,0,1,0
Train_1402_cut,0,0,1,0
Train_1402_gaus,0,0,1,0
Train_1402_seg,0,0,1,0
Train_1403_contour,0,0,0,1
Train_1403_cut,0,0,0,1
Train_1403_gaus,0,0,0,1
Train_1403_seg,0,0,0,1
Train_1404_contour,0,0,1,0
Train_1404_cut,0,0,1,0
Train_1404_gaus,0,0,1,0
Train_1404_seg,0,0,1,0
Train_1405_contour,0,0,0,1
Train_1405_cut,0,0,0,1
Train_1405_gaus,0,0,0,1
Train_1405_seg,0,0,0,1
Train_1406_contour,0,0,1,0
Train_1406_cut,0,0,1,0
Train_1406_gaus,0,0,1,0
Train_1406_seg,0,0,1,0
Train_1407_contour,0,0,1,0
Train_1407_cut,0,0,1,0
Train_1407_gaus,0,0,1,0
Train_1407_seg,0,0,1,0
Train_1408_contour,1,0,0,0
Train_1408_cut,1,0,0,0
Train_1408_gaus,1,0,0,0
Train_1408_seg,1,0,0,0
Train_1409_contour,0,0,1,0
Train_1409_cut,0,0,1,0
Train_1409_gaus,0,0,1,0
Train_1409_seg,0,0,1,0
Train_1410_contour,0,0,0,1
Train_1410_cut,0,0,0,1
Train_1410_gaus,0,0,0,1
Train_1410_seg,0,0,0,1
Train_1411_contour,0,0,0,1
Train_1411_cut,0,0,0,1
Train_1411_gaus,0,0,0,1
Train_1411_seg,0,0,0,1
Train_1412_contour,0,0,1,0
Train_1412_cut,0,0,1,0
Train_1412_gaus,0,0,1,0
Train_1412_seg,0,0,1,0
Train_1413_contour,0,0,1,0
Train_1413_cut,0,0,1,0
Train_1413_gaus,0,0,1,0
Train_1413_seg,0,0,1,0
Train_1414_contour,1,0,0,0
Train_1414_cut,1,0,0,0
Train_1414_gaus,1,0,0,0
Train_1414_seg,1,0,0,0
Train_1415_contour,1,0,0,0
Train_1415_cut,1,0,0,0
Train_1415_gaus,1,0,0,0
Train_1415_seg,1,0,0,0
Train_1416_contour,0,0,0,1
Train_1416_cut,0,0,0,1
Train_1416_gaus,0,0,0,1
Train_1416_seg,0,0,0,1
Train_1417_contour,1,0,0,0
Train_1417_cut,1,0,0,0
Train_1417_gaus,1,0,0,0
Train_1417_seg,1,0,0,0
Train_1418_contour,0,0,1,0
Train_1418_cut,0,0,1,0
Train_1418_gaus,0,0,1,0
Train_1418_seg,0,0,1,0
Train_1419_contour,0,0,0,1
Train_1419_cut,0,0,0,1
Train_1419_gaus,0,0,0,1
Train_1419_seg,0,0,0,1
Train_1420_contour,1,0,0,0
Train_1420_cut,1,0,0,0
Train_1420_gaus,1,0,0,0
Train_1420_seg,1,0,0,0
Train_1421_contour,0,0,0,1
Train_1421_cut,0,0,0,1
Train_1421_gaus,0,0,0,1
Train_1421_seg,0,0,0,1
Train_1422_contour,0,0,1,0
Train_1422_cut,0,0,1,0
Train_1422_gaus,0,0,1,0
Train_1422_seg,0,0,1,0
Train_1423_contour,0,0,1,0
Train_1423_cut,0,0,1,0
Train_1423_gaus,0,0,1,0
Train_1423_seg,0,0,1,0
Train_1424_contour,1,0,0,0
Train_1424_cut,1,0,0,0
Train_1424_gaus,1,0,0,0
Train_1424_seg,1,0,0,0
Train_1425_contour,0,0,1,0
Train_1425_cut,0,0,1,0
Train_1425_gaus,0,0,1,0
Train_1425_seg,0,0,1,0
Train_1426_contour,1,0,0,0
Train_1426_cut,1,0,0,0
Train_1426_gaus,1,0,0,0
Train_1426_seg,1,0,0,0
Train_1427_contour,0,0,1,0
Train_1427_cut,0,0,1,0
Train_1427_gaus,0,0,1,0
Train_1427_seg,0,0,1,0
Train_1428_contour,0,0,1,0
Train_1428_cut,0,0,1,0
Train_1428_gaus,0,0,1,0
Train_1428_seg,0,0,1,0
Train_1429_contour,0,0,0,1
Train_1429_cut,0,0,0,1
Train_1429_gaus,0,0,0,1
Train_1429_seg,0,0,0,1
Train_1430_contour,0,0,0,1
Train_1430_cut,0,0,0,1
Train_1430_gaus,0,0,0,1
Train_1430_seg,0,0,0,1
Train_1431_contour,0,0,0,1
Train_1431_cut,0,0,0,1
Train_1431_gaus,0,0,0,1
Train_1431_seg,0,0,0,1
Train_1432_contour,1,0,0,0
Train_1432_cut,1,0,0,0
Train_1432_gaus,1,0,0,0
Train_1432_seg,1,0,0,0
Train_1433_contour,0,1,0,0
Train_1433_cut,0,1,0,0
Train_1433_gaus,0,1,0,0
Train_1433_seg,0,1,0,0
Train_1434_contour,0,0,1,0
Train_1434_cut,0,0,1,0
Train_1434_gaus,0,0,1,0
Train_1434_seg,0,0,1,0
Train_1435_contour,0,0,0,1
Train_1435_cut,0,0,0,1
Train_1435_gaus,0,0,0,1
Train_1435_seg,0,0,0,1
Train_1436_contour,0,0,0,1
Train_1436_cut,0,0,0,1
Train_1436_gaus,0,0,0,1
Train_1436_seg,0,0,0,1
Train_1437_contour,0,0,1,0
Train_1437_cut,0,0,1,0
Train_1437_gaus,0,0,1,0
Train_1437_seg,0,0,1,0
Train_1438_contour,1,0,0,0
Train_1438_cut,1,0,0,0
Train_1438_gaus,1,0,0,0
Train_1438_seg,1,0,0,0
Train_1439_contour,0,0,1,0
Train_1439_cut,0,0,1,0
Train_1439_gaus,0,0,1,0
Train_1439_seg,0,0,1,0
Train_1440_contour,1,0,0,0
Train_1440_cut,1,0,0,0
Train_1440_gaus,1,0,0,0
Train_1440_seg,1,0,0,0
Train_1441_contour,0,0,1,0
Train_1441_cut,0,0,1,0
Train_1441_gaus,0,0,1,0
Train_1441_seg,0,0,1,0
Train_1442_contour,1,0,0,0
Train_1442_cut,1,0,0,0
Train_1442_gaus,1,0,0,0
Train_1442_seg,1,0,0,0
Train_1443_contour,0,0,1,0
Train_1443_cut,0,0,1,0
Train_1443_gaus,0,0,1,0
Train_1443_seg,0,0,1,0
Train_1444_contour,0,0,0,1
Train_1444_cut,0,0,0,1
Train_1444_gaus,0,0,0,1
Train_1444_seg,0,0,0,1
Train_1445_contour,0,0,0,1
Train_1445_cut,0,0,0,1
Train_1445_gaus,0,0,0,1
Train_1445_seg,0,0,0,1
Train_1446_contour,0,0,1,0
Train_1446_cut,0,0,1,0
Train_1446_gaus,0,0,1,0
Train_1446_seg,0,0,1,0
Train_1447_contour,1,0,0,0
Train_1447_cut,1,0,0,0
Train_1447_gaus,1,0,0,0
Train_1447_seg,1,0,0,0
Train_1448_contour,0,0,0,1
Train_1448_cut,0,0,0,1
Train_1448_gaus,0,0,0,1
Train_1448_seg,0,0,0,1
Train_1449_contour,1,0,0,0
Train_1449_cut,1,0,0,0
Train_1449_gaus,1,0,0,0
Train_1449_seg,1,0,0,0
Train_1450_contour,0,0,0,1
Train_1450_cut,0,0,0,1
Train_1450_gaus,0,0,0,1
Train_1450_seg,0,0,0,1
Train_1451_contour,0,0,1,0
Train_1451_cut,0,0,1,0
Train_1451_gaus,0,0,1,0
Train_1451_seg,0,0,1,0
Train_1452_contour,0,0,0,1
Train_1452_cut,0,0,0,1
Train_1452_gaus,0,0,0,1
Train_1452_seg,0,0,0,1
Train_1453_contour,0,0,1,0
Train_1453_cut,0,0,1,0
Train_1453_gaus,0,0,1,0
Train_1453_seg,0,0,1,0
Train_1454_contour,0,1,0,0
Train_1454_cut,0,1,0,0
Train_1454_gaus,0,1,0,0
Train_1454_seg,0,1,0,0
Train_1455_contour,0,0,1,0
Train_1455_cut,0,0,1,0
Train_1455_gaus,0,0,1,0
Train_1455_seg,0,0,1,0
Train_1456_contour,0,0,0,1
Train_1456_cut,0,0,0,1
Train_1456_gaus,0,0,0,1
Train_1456_seg,0,0,0,1
Train_1457_contour,1,0,0,0
Train_1457_cut,1,0,0,0
Train_1457_gaus,1,0,0,0
Train_1457_seg,1,0,0,0
Train_1458_contour,0,0,1,0
Train_1458_cut,0,0,1,0
Train_1458_gaus,0,0,1,0
Train_1458_seg,0,0,1,0
Train_1459_contour,1,0,0,0
Train_1459_cut,1,0,0,0
Train_1459_gaus,1,0,0,0
Train_1459_seg,1,0,0,0
Train_1460_contour,0,0,0,1
Train_1460_cut,0,0,0,1
Train_1460_gaus,0,0,0,1
Train_1460_seg,0,0,0,1
Train_1461_contour,0,0,1,0
Train_1461_cut,0,0,1,0
Train_1461_gaus,0,0,1,0
Train_1461_seg,0,0,1,0
Train_1462_contour,0,0,1,0
Train_1462_cut,0,0,1,0
Train_1462_gaus,0,0,1,0
Train_1462_seg,0,0,1,0
Train_1463_contour,1,0,0,0
Train_1463_cut,1,0,0,0
Train_1463_gaus,1,0,0,0
Train_1463_seg,1,0,0,0
Train_1464_contour,0,0,0,1
Train_1464_cut,0,0,0,1
Train_1464_gaus,0,0,0,1
Train_1464_seg,0,0,0,1
Train_1465_contour,0,0,1,0
Train_1465_cut,0,0,1,0
Train_1465_gaus,0,0,1,0
Train_1465_seg,0,0,1,0
Train_1466_contour,1,0,0,0
Train_1466_cut,1,0,0,0
Train_1466_gaus,1,0,0,0
Train_1466_seg,1,0,0,0
Train_1467_contour,0,0,0,1
Train_1467_cut,0,0,0,1
Train_1467_gaus,0,0,0,1
Train_1467_seg,0,0,0,1
Train_1468_contour,0,1,0,0
Train_1468_cut,0,1,0,0
Train_1468_gaus,0,1,0,0
Train_1468_seg,0,1,0,0
Train_1469_contour,0,0,1,0
Train_1469_cut,0,0,1,0
Train_1469_gaus,0,0,1,0
Train_1469_seg,0,0,1,0
Train_1470_contour,0,0,0,1
Train_1470_cut,0,0,0,1
Train_1470_gaus,0,0,0,1
Train_1470_seg,0,0,0,1
Train_1471_contour,0,0,1,0
Train_1471_cut,0,0,1,0
Train_1471_gaus,0,0,1,0
Train_1471_seg,0,0,1,0
Train_1472_contour,0,0,1,0
Train_1472_cut,0,0,1,0
Train_1472_gaus,0,0,1,0
Train_1472_seg,0,0,1,0
Train_1473_contour,0,0,0,1
Train_1473_cut,0,0,0,1
Train_1473_gaus,0,0,0,1
Train_1473_seg,0,0,0,1
Train_1474_contour,1,0,0,0
Train_1474_cut,1,0,0,0
Train_1474_gaus,1,0,0,0
Train_1474_seg,1,0,0,0
Train_1475_contour,0,0,1,0
Train_1475_cut,0,0,1,0
Train_1475_gaus,0,0,1,0
Train_1475_seg,0,0,1,0
Train_1476_contour,1,0,0,0
Train_1476_cut,1,0,0,0
Train_1476_gaus,1,0,0,0
Train_1476_seg,1,0,0,0
Train_1477_contour,1,0,0,0
Train_1477_cut,1,0,0,0
Train_1477_gaus,1,0,0,0
Train_1477_seg,1,0,0,0
Train_1478_contour,1,0,0,0
Train_1478_cut,1,0,0,0
Train_1478_gaus,1,0,0,0
Train_1478_seg,1,0,0,0
Train_1479_contour,1,0,0,0
Train_1479_cut,1,0,0,0
Train_1479_gaus,1,0,0,0
Train_1479_seg,1,0,0,0
Train_1480_contour,0,0,1,0
Train_1480_cut,0,0,1,0
Train_1480_gaus,0,0,1,0
Train_1480_seg,0,0,1,0
Train_1481_contour,0,0,0,1
Train_1481_cut,0,0,0,1
Train_1481_gaus,0,0,0,1
Train_1481_seg,0,0,0,1
Train_1482_contour,1,0,0,0
Train_1482_cut,1,0,0,0
Train_1482_gaus,1,0,0,0
Train_1482_seg,1,0,0,0
Train_1483_contour,0,0,0,1
Train_1483_cut,0,0,0,1
Train_1483_gaus,0,0,0,1
Train_1483_seg,0,0,0,1
Train_1484_contour,0,0,0,1
Train_1484_cut,0,0,0,1
Train_1484_gaus,0,0,0,1
Train_1484_seg,0,0,0,1
Train_1485_contour,0,0,1,0
Train_1485_cut,0,0,1,0
Train_1485_gaus,0,0,1,0
Train_1485_seg,0,0,1,0
Train_1486_contour,0,0,1,0
Train_1486_cut,0,0,1,0
Train_1486_gaus,0,0,1,0
Train_1486_seg,0,0,1,0
Train_1487_contour,0,0,1,0
Train_1487_cut,0,0,1,0
Train_1487_gaus,0,0,1,0
Train_1487_seg,0,0,1,0
Train_1488_contour,0,0,0,1
Train_1488_cut,0,0,0,1
Train_1488_gaus,0,0,0,1
Train_1488_seg,0,0,0,1
Train_1489_contour,1,0,0,0
Train_1489_cut,1,0,0,0
Train_1489_gaus,1,0,0,0
Train_1489_seg,1,0,0,0
Train_1490_contour,0,0,1,0
Train_1490_cut,0,0,1,0
Train_1490_gaus,0,0,1,0
Train_1490_seg,0,0,1,0
Train_1491_contour,0,0,1,0
Train_1491_cut,0,0,1,0
Train_1491_gaus,0,0,1,0
Train_1491_seg,0,0,1,0
Train_1492_contour,0,0,1,0
Train_1492_cut,0,0,1,0
Train_1492_gaus,0,0,1,0
Train_1492_seg,0,0,1,0
Train_1493_contour,0,0,0,1
Train_1493_cut,0,0,0,1
Train_1493_gaus,0,0,0,1
Train_1493_seg,0,0,0,1
Train_1494_contour,0,1,0,0
Train_1494_cut,0,1,0,0
Train_1494_gaus,0,1,0,0
Train_1494_seg,0,1,0,0
Train_1495_contour,0,0,0,1
Train_1495_cut,0,0,0,1
Train_1495_gaus,0,0,0,1
Train_1495_seg,0,0,0,1
Train_1496_contour,1,0,0,0
Train_1496_cut,1,0,0,0
Train_1496_gaus,1,0,0,0
Train_1496_seg,1,0,0,0
Train_1497_contour,1,0,0,0
Train_1497_cut,1,0,0,0
Train_1497_gaus,1,0,0,0
Train_1497_seg,1,0,0,0
Train_1498_contour,0,0,0,1
Train_1498_cut,0,0,0,1
Train_1498_gaus,0,0,0,1
Train_1498_seg,0,0,0,1
Train_1499_contour,0,0,1,0
Train_1499_cut,0,0,1,0
Train_1499_gaus,0,0,1,0
Train_1499_seg,0,0,1,0
Train_1500_contour,0,0,0,1
Train_1500_cut,0,0,0,1
Train_1500_gaus,0,0,0,1
Train_1500_seg,0,0,0,1
Train_1501_contour,0,0,0,1
Train_1501_cut,0,0,0,1
Train_1501_gaus,0,0,0,1
Train_1501_seg,0,0,0,1
Train_1502_contour,0,0,1,0
Train_1502_cut,0,0,1,0
Train_1502_gaus,0,0,1,0
Train_1502_seg,0,0,1,0
Train_1503_contour,0,0,0,1
Train_1503_cut,0,0,0,1
Train_1503_gaus,0,0,0,1
Train_1503_seg,0,0,0,1
Train_1504_contour,1,0,0,0
Train_1504_cut,1,0,0,0
Train_1504_gaus,1,0,0,0
Train_1504_seg,1,0,0,0
Train_1505_contour,0,0,0,1
Train_1505_cut,0,0,0,1
Train_1505_gaus,0,0,0,1
Train_1505_seg,0,0,0,1
Train_1506_contour,0,0,0,1
Train_1506_cut,0,0,0,1
Train_1506_gaus,0,0,0,1
Train_1506_seg,0,0,0,1
Train_1507_contour,0,0,0,1
Train_1507_cut,0,0,0,1
Train_1507_gaus,0,0,0,1
Train_1507_seg,0,0,0,1
Train_1508_contour,1,0,0,0
Train_1508_cut,1,0,0,0
Train_1508_gaus,1,0,0,0
Train_1508_seg,1,0,0,0
Train_1509_contour,0,0,1,0
Train_1509_cut,0,0,1,0
Train_1509_gaus,0,0,1,0
Train_1509_seg,0,0,1,0
Train_1510_contour,0,0,1,0
Train_1510_cut,0,0,1,0
Train_1510_gaus,0,0,1,0
Train_1510_seg,0,0,1,0
Train_1511_contour,0,0,1,0
Train_1511_cut,0,0,1,0
Train_1511_gaus,0,0,1,0
Train_1511_seg,0,0,1,0
Train_1512_contour,0,0,1,0
Train_1512_cut,0,0,1,0
Train_1512_gaus,0,0,1,0
Train_1512_seg,0,0,1,0
Train_1513_contour,1,0,0,0
Train_1513_cut,1,0,0,0
Train_1513_gaus,1,0,0,0
Train_1513_seg,1,0,0,0
Train_1514_contour,0,1,0,0
Train_1514_cut,0,1,0,0
Train_1514_gaus,0,1,0,0
Train_1514_seg,0,1,0,0
Train_1515_contour,0,0,1,0
Train_1515_cut,0,0,1,0
Train_1515_gaus,0,0,1,0
Train_1515_seg,0,0,1,0
Train_1516_contour,0,0,1,0
Train_1516_cut,0,0,1,0
Train_1516_gaus,0,0,1,0
Train_1516_seg,0,0,1,0
Train_1517_contour,1,0,0,0
Train_1517_cut,1,0,0,0
Train_1517_gaus,1,0,0,0
Train_1517_seg,1,0,0,0
Train_1518_contour,0,0,0,1
Train_1518_cut,0,0,0,1
Train_1518_gaus,0,0,0,1
Train_1518_seg,0,0,0,1
Train_1519_contour,0,0,0,1
Train_1519_cut,0,0,0,1
Train_1519_gaus,0,0,0,1
Train_1519_seg,0,0,0,1
Train_1520_contour,0,0,0,1
Train_1520_cut,0,0,0,1
Train_1520_gaus,0,0,0,1
Train_1520_seg,0,0,0,1
Train_1521_contour,0,0,0,1
Train_1521_cut,0,0,0,1
Train_1521_gaus,0,0,0,1
Train_1521_seg,0,0,0,1
Train_1522_contour,0,0,0,1
Train_1522_cut,0,0,0,1
Train_1522_gaus,0,0,0,1
Train_1522_seg,0,0,0,1
Train_1523_contour,0,0,0,1
Train_1523_cut,0,0,0,1
Train_1523_gaus,0,0,0,1
Train_1523_seg,0,0,0,1
Train_1524_contour,0,0,1,0
Train_1524_cut,0,0,1,0
Train_1524_gaus,0,0,1,0
Train_1524_seg,0,0,1,0
Train_1525_contour,0,0,1,0
Train_1525_cut,0,0,1,0
Train_1525_gaus,0,0,1,0
Train_1525_seg,0,0,1,0
Train_1526_contour,0,1,0,0
Train_1526_cut,0,1,0,0
Train_1526_gaus,0,1,0,0
Train_1526_seg,0,1,0,0
Train_1527_contour,0,0,1,0
Train_1527_cut,0,0,1,0
Train_1527_gaus,0,0,1,0
Train_1527_seg,0,0,1,0
Train_1528_contour,1,0,0,0
Train_1528_cut,1,0,0,0
Train_1528_gaus,1,0,0,0
Train_1528_seg,1,0,0,0
Train_1529_contour,0,0,0,1
Train_1529_cut,0,0,0,1
Train_1529_gaus,0,0,0,1
Train_1529_seg,0,0,0,1
Train_1530_contour,1,0,0,0
Train_1530_cut,1,0,0,0
Train_1530_gaus,1,0,0,0
Train_1530_seg,1,0,0,0
Train_1531_contour,0,1,0,0
Train_1531_cut,0,1,0,0
Train_1531_gaus,0,1,0,0
Train_1531_seg,0,1,0,0
